task,case,engine,time,p1,encoding
task1_single_qubit_baseline,detuned,julia_qtoolbox,838.0,0.6466751825997326,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,839.0,0.6466757515090438,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,840.0,0.6466704262307428,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,841.0,0.6466647417286062,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,842.0,0.6466647832827594,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,843.0,0.646670464139997,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,844.0,0.6466757928880513,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,845.0,0.6466751691885753,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,846.0,0.6466692049799566,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,847.0,0.6466642517911034,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,848.0,0.646665509374687,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,849.0,0.6466716067280349,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,850.0,0.6466762043138453,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,851.0,0.646674374765906,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,852.0,0.6466680660915515,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,853.0,0.6466639709257234,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,854.0,0.6466663516576928,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,855.0,0.6466727544984157,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,856.0,0.6466763936359611,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,857.0,0.6466734084926768,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,858.0,0.6466670162878633,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,859.0,0.6466638933292043,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,860.0,0.6466673526219059,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,861.0,0.6466737821457917,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,862.0,0.6466763343640766,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,863.0,0.6466723701835603,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,864.0,0.6466660421252478,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,865.0,0.6466640241167424,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,866.0,0.6466684901084935,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,867.0,0.6466746574986147,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,868.0,0.6466760630359892,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,869.0,0.6466712557538413,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,870.0,0.6466652127838334,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,871.0,0.6466644004310098,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,872.0,0.6466696446839715,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,873.0,0.64667538969021,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,874.0,0.6466756158022205,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,875.0,0.6466700399964725,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,876.0,0.6466645838812652,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,877.0,0.6466649978980862,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,878.0,0.6466707931525773,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,879.0,0.6466759499685534,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,880.0,0.6466749540033141,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,881.0,0.6466688626030068,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,882.0,0.6466641561364254,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,883.0,0.6466657368500398,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,884.0,0.6466719720762493,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,885.0,0.6466762901177562,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,886.0,0.6466740895348055,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,887.0,0.6466677589447329,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,888.0,0.646663920199249,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,889.0,0.6466666352105612,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,890.0,0.6466730817348582,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,891.0,0.6466763893765659,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,892.0,0.646673116574592,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,893.0,0.6466667138970522,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,894.0,0.6466638992722988,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,895.0,0.6466677028411735,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,896.0,0.6466740525509554,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,897.0,0.6466762734225857,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,898.0,0.6466720610297624,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,899.0,0.646665767491247,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,900.0,0.6466641181250528,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,901.0,0.6466688318514945,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,902.0,0.6466748929263648,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,903.0,0.6466759648369027,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,904.0,0.6466708775710601,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,905.0,0.6466650120639674,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,906.0,0.6466645741023654,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,907.0,0.6466699697771959,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,908.0,0.6466755946234483,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,909.0,0.6466754457165094,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,910.0,0.6466696811417594,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,911.0,0.6466644452761313,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,912.0,0.6466651979162156,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,913.0,0.6466711566837511,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,914.0,0.6466760775086512,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,915.0,0.6466747015839414,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,916.0,0.6466685406948153,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,917.0,0.6466640542905843,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,918.0,0.6466659809295288,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,919.0,0.6466723290424948,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,920.0,0.6466763334792712,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,921.0,0.646673810929764,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,922.0,0.6466674437960899,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,923.0,0.6466638829574708,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,924.0,0.6466669564932398,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,925.0,0.646673378903011,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,926.0,0.6466763745718225,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,927.0,0.6466728289368738,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,928.0,0.6466663979671549,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,929.0,0.6466639419137712,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,930.0,0.6466680396867267,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,931.0,0.646674313044193,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,932.0,0.6466762117559618,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,933.0,0.6466717013268412,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,934.0,0.6466655293996683,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,935.0,0.6466642476131698,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,936.0,0.6466691511384866,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,937.0,0.6466751372045317,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,938.0,0.646675841980372,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,939.0,0.6466705082362789,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,940.0,0.6466648332693071,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,941.0,0.6466647436260772,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,942.0,0.6466703247991844,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,943.0,0.6466757603787774,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,944.0,0.6466752330323661,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,945.0,0.6466693487750333,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,946.0,0.6466642993915778,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,947.0,0.6466654013189974,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,948.0,0.6466715372908878,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,949.0,0.646676168277993,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,950.0,0.6466744426686658,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,951.0,0.646668218296721,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,952.0,0.6466639751372751,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,953.0,0.6466662661653392,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,954.0,0.6466726484268847,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,955.0,0.6466763639496647,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,956.0,0.6466735470216545,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,957.0,0.6466671003943846,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,958.0,0.646663875043963,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,959.0,0.6466672816209179,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,960.0,0.6466736612338633,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,961.0,0.6466763535947238,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,962.0,0.6466724956899609,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,963.0,0.6466661271513405,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,964.0,0.6466640247703933,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,965.0,0.6466683511548719,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,966.0,0.6466745870643337,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,967.0,0.6466761365172928,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,968.0,0.6466713305350706,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,969.0,0.6466653132623112,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,970.0,0.6466643809900267,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,971.0,0.6466694922564767,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,972.0,0.6466753449567383,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,973.0,0.6466756740467191,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,974.0,0.6466701699343886,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,975.0,0.6466646494503688,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,976.0,0.6466649061446557,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,977.0,0.6466707152634663,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,978.0,0.6466758970823514,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,979.0,0.6466750021225454,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,980.0,0.6466690234511491,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,981.0,0.6466641736026727,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,982.0,0.6466656450978443,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,983.0,0.6466718737243062,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,984.0,0.6466762427865331,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,985.0,0.6466742037760284,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,986.0,0.6466678600157832,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,987.0,0.6466639185937114,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,988.0,0.6466665704007032,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,989.0,0.6466729494048943,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,990.0,0.6466763891439783,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,991.0,0.6466732461417236,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,992.0,0.6466667950202216,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,993.0,0.6466639096774319,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,994.0,0.6466675830771121,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,995.0,0.6466739568725258,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,996.0,0.646676324847617,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,997.0,0.646672136354376,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,998.0,0.6466658768693874,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,999.0,0.6466641152635604,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qtoolbox,1000.0,0.6466687230263077,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,0.0,1.0,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,1.0,0.8656576527031301,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,2.0,0.6183585566447584,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,3.0,0.5126671371498719,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,4.0,0.6466688486937583,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,5.0,0.8702330379190306,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,6.0,0.9498710146649856,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,7.0,0.809959035347855,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,8.0,0.601600017062704,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,9.0,0.537853753204359,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,10.0,0.6743251563460828,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,11.0,0.8606035874293321,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,12.0,0.9032904523383694,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,13.0,0.7644975964784613,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,14.0,0.5925170561169733,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,15.0,0.5619371430768303,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,16.0,0.6950758051497706,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,17.0,0.8469543649827789,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,18.0,0.8608696106604147,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,19.0,0.7280710766522873,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,20.0,0.5892279662673312,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,21.0,0.5841270059263252,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,22.0,0.7097996208574849,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,23.0,0.8306909395798686,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,24.0,0.822924681375327,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,25.0,0.6994803227652207,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,26.0,0.5901556263379797,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,27.0,0.6039353829130581,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,28.0,0.7193891705813729,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,29.0,0.8129646709855423,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,30.0,0.7895405057639711,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,31.0,0.6775707727424725,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,32.0,0.5940028848649548,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,33.0,0.6211122619742202,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,34.0,0.7247111103741659,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,35.0,0.7946941681241232,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,36.0,0.7606263495394502,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,37.0,0.6612615171933701,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,38.0,0.5997248074428465,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,39.0,0.6355893819324002,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,40.0,0.726578402900115,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,41.0,0.7765907911643567,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,42.0,0.7359637864711674,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,43.0,0.6495639775928236,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,44.0,0.6064985674789874,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,45.0,0.647432574871234,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,46.0,0.7257322780871032,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,47.0,0.7591848991658559,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,48.0,0.7152469015306069,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,49.0,0.6415929531548152,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,50.0,0.6136937322575009,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,51.0,0.6568018443325067,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,52.0,0.7228313978648498,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,53.0,0.7428523681262922,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,54.0,0.6981152673684654,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,55.0,0.6365702720925547,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,56.0,0.6208430784133576,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,57.0,0.6639189294379775,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,58.0,0.7184478602441204,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,59.0,0.7278400275669024,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,60.0,0.6841805279525868,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,61.0,0.6338245495579842,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,62.0,0.6276154037957066,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,63.0,0.6690411903185183,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,64.0,0.7130673505150396,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,65.0,0.7142893467368022,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,66.0,0.6730470556264541,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,67.0,0.6327864411342573,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,68.0,0.6337906083775722,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,69.0,0.6724412380874246,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,70.0,0.7070926191148603,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,71.0,0.7022579410255801,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,72.0,0.6643275882571948,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,73.0,0.632981877296131,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,74.0,0.6392373690260587,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,75.0,0.67439163552678,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,76.0,0.7008493956572553,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,77.0,0.6917386904136059,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,78.0,0.657654442133483,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,79.0,0.6340236031942057,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,80.0,0.6438935320991757,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,81.0,0.6751538535202455,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,82.0,0.6945936787720334,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,83.0,0.6826762239897569,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,84.0,0.6526873399812142,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,85.0,0.6356016790513014,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,86.0,0.6477492332396659,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,87.0,0.6749704555039628,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,88.0,0.6885199946486135,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,89.0,0.6749810933783122,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,90.0,0.6491180039150705,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,91.0,0.6374739594944747,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,92.0,0.650832628649036,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,93.0,0.6740603646610746,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,94.0,0.6827694958474789,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,95.0,0.6685414262804745,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,96.0,0.6466727118797423,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,97.0,0.6394563566274655,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,98.0,0.6531981717908046,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,99.0,0.6726163464965009,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,100.0,0.6774383776558262,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,101.0,0.6632324690138638,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,102.0,0.6451124971701174,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,103.0,0.6414138644368452,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,104.0,0.6549168985622342,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,105.0,0.670804122521705,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,106.0,0.6725856425151944,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,107.0,0.6589241675183497,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,108.0,0.6442326625759799,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,109.0,0.6432520118185503,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,110.0,0.6560689745600208,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,111.0,0.6687627389615385,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,112.0,0.6682401763084043,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,113.0,0.6554869252213745,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,114.0,0.6438606158884603,basis_population_single_qubit
task1_single_qubit_baseline,detuned,julia_qoptics,115.0,0.6449091988756894,basis_population_single_qubit
